period_quarter,employee_id,employee_type,tenure_years,role_category,bureau_office,prior_cio_changes_experienced,cloud_migration_phase,legacy_systems_in_bureau,systems_migrated_in_bureau,it_om_budget_ratio_pct,security_incidents_quarter,employee_engagement_score,leadership_confidence_score,change_readiness_index,cultural_sentiment_score,change_resistance_index,digital_training_hours_quarter,innovation_ideas_submitted,participated_in_scrum,participated_feedback_session,is_change_agent,intrapreneur_assigned,quick_wins_experienced_count,digital_tool_adoption_score,collaboration_cross_bureau_index,communication_effectiveness_score,feedback_frequency_score,telework_adoption_score,blog_engagement_score,twitter_following_cio,transparency_perception_score,security_posture_score,years_since_last_training
2014-Q4,FCC_E044,contractor,21.8,administrative,Office_of_Media_Relations,5,migration,10,2,64.6,0,4.82,7.97,2.81,3.24,7.83,6,0,0,0,0,0,1,6.22,4.68,3.07,2.68,3.74,4.95,0,2.92,3.61,0.38
2014-Q4,FCC_E045,federal_employee,17.0,IT_staff,Office_of_Strategic_Planning,0,migration,7,2,64.6,0,4.53,6.29,5.0,8.14,5.69,6,1,0,0,0,0,0,6.49,4.8,5.82,4.73,4.69,4.46,0,5.34,3.2,0.62
2014-Q4,FCC_E046,contractor,17.6,field_operations,Public_Safety,2,migration,11,3,64.6,0,5.17,5.75,5.12,6.19,5.25,3,0,1,1,0,0,2,2.17,6.98,5.36,3.87,4.78,3.22,0,4.2,5.38,0.11
2014-Q4,FCC_E047,federal_employee,23.7,program_staff,Public_Safety,5,migration,12,5,64.6,0,4.34,4.62,5.09,5.23,6.58,5,0,1,1,1,0,2,3.91,5.66,5.32,4.12,4.54,3.92,1,4.99,6.15,0.01
2014-Q4,FCC_E048,federal_employee,16.6,policy_analyst,Office_of_Workplace_Diversity,4,migration,7,2,64.6,0,5.19,6.56,3.32,4.98,6.97,4,0,0,1,0,0,2,3.71,4.56,3.75,1.62,3.22,2.25,0,3.79,4.17,0.27
2014-Q4,FCC_E049,federal_employee,13.6,IT_staff,Office_of_General_Counsel,5,migration,5,2,64.6,0,6.13,5.8,5.44,2.44,5.26,5,1,0,0,0,0,1,3.82,3.95,5.5,4.07,4.72,3.53,0,4.13,3.18,0.84
2014-Q4,FCC_E050,federal_employee,19.5,program_staff,Wireline_Competition,9,migration,7,2,64.6,0,2.89,5.8,4.03,4.96,7.15,2,1,0,1,0,0,2,2.96,3.42,5.67,2.97,5.01,4.65,0,5.05,5.44,0.38
2014-Q4,FCC_E051,contractor,14.7,IT_staff,Wireless_Telecommunications,6,migration,7,4,64.6,0,4.3,6.17,4.86,5.32,6.65,5,1,0,1,0,1,2,5.28,5.09,4.13,3.01,3.62,5.28,0,5.01,6.59,0.76
2014-Q4,FCC_E052,contractor,14.2,policy_analyst,Office_of_Chief_Information_Officer,3,migration,9,3,64.6,0,4.06,7.07,5.6,7.09,6.12,7,0,1,1,0,1,0,4.21,4.73,4.81,3.91,3.14,3.96,1,5.75,2.77,0.17
2014-Q4,FCC_E053,contractor,22.4,policy_analyst,Wireless_Telecommunications,7,migration,7,5,64.6,0,5.75,5.63,3.21,6.48,8.26,0,2,0,1,1,0,1,4.03,3.95,4.36,1.57,4.7,2.33,0,6.95,5.87,0.07
2014-Q4,FCC_E054,contractor,14.5,program_staff,Enforcement_Bureau,8,migration,8,5,64.6,0,2.66,5.48,4.29,6.35,5.53,4,0,1,1,0,1,2,2.92,3.88,4.93,5.77,4.66,4.03,1,5.23,5.16,0.12
2014-Q4,FCC_E055,federal_employee,1.0,field_operations,Office_of_Communications,1,migration,10,5,64.6,0,5.71,6.62,5.12,6.4,5.09,2,0,0,0,0,1,1,5.61,4.48,3.97,4.41,4.01,4.12,0,6.6,4.67,0.33
2015-Q1,FCC_E001,federal_employee,9.4,program_staff,Office_of_Communications,1,migration,5,2,66.2,2,5.98,6.26,3.48,5.19,7.62,13,1,0,0,0,1,3,3.72,6.32,3.05,4.66,4.88,6.33,0,6.23,5.11,1.93
2015-Q1,FCC_E002,contractor,8.1,IT_staff,Office_of_Economics_Analytics,6,migration,5,2,66.2,2,5.89,6.53,3.97,6.65,7.93,5,0,0,0,0,0,1,8.11,5.05,6.87,3.37,4.2,2.3,1,5.49,4.74,0.6
2015-Q1,FCC_E003,contractor,19.9,program_staff,Wireline_Competition,8,migration,6,4,66.2,2,5.11,6.03,3.34,6.35,8.32,5,2,0,0,0,0,1,3.24,5.81,5.65,6.32,3.92,5.6,0,6.8,5.07,0.2
2015-Q1,FCC_E004,federal_employee,12.3,policy_analyst,Wireless_Telecommunications,5,migration,5,5,66.2,2,4.19,6.18,2.97,7.02,7.54,3,2,0,0,0,0,1,4.26,5.46,5.33,3.6,2.8,3.89,0,4.99,5.02,0.25
2015-Q1,FCC_E005,federal_employee,7.4,program_staff,Office_of_Communications,7,migration,11,2,66.2,2,4.8,6.91,3.27,5.44,7.48,3,0,0,0,0,0,1,5.48,4.2,7.16,2.39,6.97,5.19,0,5.43,6.2,0.12
2015-Q1,FCC_E006,federal_employee,10.2,administrative,Office_of_Media_Relations,7,migration,11,2,66.2,2,3.17,7.46,4.25,4.53,7.29,7,2,0,1,1,0,0,5.81,4.65,4.48,3.8,4.48,3.86,0,2.38,6.03,0.26
2015-Q1,FCC_E007,federal_employee,8.7,field_operations,Enforcement_Bureau,7,migration,9,3,66.2,2,4.83,6.1,6.94,6.34,3.28,5,0,1,1,0,0,1,4.9,5.65,5.34,3.42,5.28,6.35,0,6.91,4.58,0.13
2015-Q1,FCC_E008,contractor,16.7,program_staff,Enforcement_Bureau,2,migration,6,2,66.2,2,5.59,6.25,4.36,4.54,6.48,8,0,0,0,1,0,2,4.94,4.89,5.21,6.43,5.67,5.58,1,7.93,6.78,0.18
2015-Q1,FCC_E009,federal_employee,19.0,policy_analyst,Office_of_Managing_Director,3,migration,11,5,66.2,2,6.43,7.85,5.35,7.13,5.63,5,0,1,0,0,0,2,4.93,6.54,3.59,3.72,5.05,4.79,0,6.5,5.43,0.72
2015-Q1,FCC_E010,contractor,20.4,policy_analyst,Office_of_Managing_Director,2,migration,6,5,66.2,2,5.55,7.49,3.64,9.12,7.85,4,1,0,0,0,0,2,5.82,4.51,5.01,5.26,4.56,3.99,1,5.36,3.51,0.26
2015-Q1,FCC_E011,federal_employee,20.9,program_staff,Media_Bureau,3,migration,11,5,66.2,2,5.41,6.82,4.81,8.14,5.7,4,2,0,0,0,0,1,3.74,5.64,5.67,4.4,2.69,3.3,1,6.11,7.06,0.25
2015-Q1,FCC_E012,contractor,19.8,administrative,Office_of_Communications,2,migration,9,3,66.2,2,6.73,6.08,6.21,8.95,4.98,9,1,0,0,0,0,2,6.07,4.48,4.95,4.75,3.59,3.44,0,5.94,6.52,0.46
2015-Q1,FCC_E013,contractor,15.0,program_staff,Office_of_Communications,7,migration,10,3,66.2,2,5.19,6.06,4.17,5.72,6.29,5,0,0,1,0,0,1,1.51,5.54,8.3,4.89,5.13,1.58,1,5.83,4.01,0.02
2015-Q1,FCC_E014,federal_employee,11.8,program_staff,Media_Bureau,2,migration,8,5,66.2,2,5.57,5.71,4.07,4.41,6.8,4,1,0,0,0,0,1,5.55,5.81,5.65,4.08,3.95,7.67,1,6.94,3.87,0.03
2015-Q1,FCC_E015,federal_employee,6.5,IT_staff,Wireless_Telecommunications,3,migration,5,2,66.2,2,8.2,6.94,6.14,8.94,4.81,5,1,0,1,0,1,1,5.53,3.61,6.06,4.18,4.02,4.13,0,5.29,4.61,0.01
2015-Q1,FCC_E016,federal_employee,22.1,administrative,Office_of_Legislative_Affairs,2,migration,7,4,66.2,2,7.91,5.27,4.05,9.14,7.6,7,1,0,1,0,0,1,5.05,6.44,4.92,4.32,4.92,5.83,0,5.97,2.81,1.13
2015-Q1,FCC_E017,federal_employee,14.4,administrative,Office_of_Economics_Analytics,4,migration,7,2,66.2,2,4.6,6.61,5.52,6.14,5.24,6,1,1,0,0,0,2,3.95,7.25,5.26,5.35,5.2,4.08,0,5.38,5.55,0.35
2015-Q1,FCC_E018,federal_employee,13.0,IT_staff,Office_of_General_Counsel,6,migration,12,3,66.2,2,5.23,5.16,1.71,8.72,8.69,5,0,0,1,1,0,0,6.42,3.42,5.19,3.5,2.86,4.91,0,5.11,5.58,0.17
2015-Q1,FCC_E019,federal_employee,22.6,program_staff,International_Bureau,1,migration,9,3,66.2,2,6.32,6.98,3.96,8.34,6.57,8,1,0,0,0,0,1,2.73,4.33,3.8,3.58,3.56,1.91,1,6.91,4.41,0.28
2015-Q1,FCC_E020,federal_employee,10.1,policy_analyst,Public_Safety,1,migration,11,5,66.2,2,4.4,8.1,6.67,4.16,3.54,2,0,0,0,0,0,1,4.42,3.01,3.73,4.04,3.3,5.43,0,6.85,4.0,0.13
2015-Q1,FCC_E021,federal_employee,20.5,program_staff,Office_of_General_Counsel,3,migration,5,2,66.2,2,6.04,6.6,5.46,8.14,5.77,3,5,1,0,0,0,0,3.18,7.48,4.53,6.12,2.9,5.44,0,6.84,6.36,0.72
2015-Q1,FCC_E022,federal_employee,17.3,IT_staff,Media_Bureau,3,migration,9,4,66.2,2,6.4,7.28,5.72,3.65,5.57,5,1,1,1,0,0,2,5.97,5.21,4.37,4.06,4.41,4.52,1,3.94,5.2,0.49
2015-Q1,FCC_E023,federal_employee,9.3,administrative,Office_of_Communications,4,migration,8,3,66.2,2,3.28,5.44,6.06,7.55,5.56,4,1,1,0,0,0,1,4.72,4.02,3.91,2.9,4.3,5.69,0,5.56,4.05,0.16
2015-Q1,FCC_E024,federal_employee,15.0,policy_analyst,Media_Bureau,5,migration,8,2,66.2,2,6.65,6.54,4.98,7.26,5.48,4,0,0,1,0,0,1,3.14,3.56,5.2,4.74,4.7,2.94,0,4.29,3.79,0.27
2015-Q1,FCC_E025,federal_employee,21.3,program_staff,Administrative_Operations,2,migration,11,4,66.2,2,4.26,7.67,3.73,9.04,7.32,4,0,0,1,1,0,2,7.2,6.1,4.97,4.84,2.97,4.52,0,5.77,6.19,0.27
2015-Q1,FCC_E026,contractor,20.0,field_operations,Office_of_Strategic_Planning,8,migration,7,5,66.2,2,4.34,6.57,5.83,6.88,5.92,7,3,0,0,0,0,1,4.23,6.7,5.78,4.66,5.84,7.74,0,5.48,3.45,0.26
2015-Q1,FCC_E027,federal_employee,24.5,field_operations,Administrative_Operations,3,migration,9,4,66.2,2,6.3,7.22,3.08,6.27,8.63,6,0,0,0,1,0,2,6.85,4.39,3.63,4.43,4.59,2.6,1,6.48,6.06,0.18
2015-Q1,FCC_E028,federal_employee,17.5,program_staff,Wireline_Competition,1,migration,6,3,66.2,2,4.18,6.96,3.72,8.51,6.24,7,2,0,0,0,0,1,4.95,4.37,5.8,5.05,7.19,4.91,0,4.61,6.64,0.7
2015-Q1,FCC_E029,federal_employee,35.7,field_operations,Media_Bureau,2,migration,12,3,66.2,2,6.6,5.89,4.29,9.07,6.63,8,1,1,0,0,0,3,2.39,6.51,6.04,7.01,5.13,6.07,0,4.98,5.19,0.01
2015-Q1,FCC_E030,federal_employee,10.0,program_staff,Office_of_Communications,2,migration,5,3,66.2,2,4.06,5.58,4.2,7.65,6.36,6,2,0,0,0,0,2,4.87,3.76,5.24,3.55,5.02,6.12,0,4.76,6.23,0.3
2015-Q1,FCC_E031,federal_employee,13.1,administrative,Office_of_Managing_Director,4,migration,7,2,66.2,2,5.59,7.35,5.43,5.82,5.94,4,0,0,1,0,0,2,5.74,3.47,3.9,2.36,6.03,4.09,0,6.15,6.92,0.25
2015-Q1,FCC_E032,federal_employee,15.1,administrative,International_Bureau,6,migration,9,5,66.2,2,5.0,7.2,3.96,7.11,7.05,3,1,1,1,1,0,1,4.16,3.24,5.42,3.99,6.44,3.36,0,5.54,5.74,0.03
2015-Q1,FCC_E033,federal_employee,7.0,administrative,Wireless_Telecommunications,7,migration,6,3,66.2,2,3.77,6.34,4.86,2.59,7.09,5,1,0,1,1,0,1,5.27,3.92,6.59,4.61,6.01,2.69,1,4.09,6.99,0.48
2015-Q1,FCC_E034,contractor,21.2,IT_staff,International_Bureau,6,migration,10,5,66.2,2,5.32,5.05,5.4,5.17,5.74,4,1,0,0,0,0,2,4.72,6.43,4.36,2.17,4.62,3.61,1,6.48,6.14,0.58
2015-Q1,FCC_E035,contractor,20.5,field_operations,Wireless_Telecommunications,2,migration,6,3,66.2,2,5.4,6.98,5.1,8.21,5.46,3,3,1,1,0,0,3,5.33,7.55,5.65,4.55,5.45,3.76,0,6.32,5.5,0.32
2015-Q1,FCC_E036,contractor,16.1,program_staff,Office_of_Strategic_Planning,5,migration,6,4,66.2,2,5.18,5.39,4.42,5.78,6.65,2,3,0,0,0,0,2,5.7,4.84,4.34,4.5,5.39,2.49,1,3.59,4.39,0.51
2015-Q1,FCC_E037,federal_employee,12.3,IT_staff,Office_of_Communications,5,migration,11,5,66.2,2,6.05,8.09,6.51,6.91,5.25,3,2,1,0,0,1,0,7.7,4.5,5.79,4.11,5.29,3.71,1,4.91,5.55,0.09
2015-Q1,FCC_E038,federal_employee,6.5,IT_staff,Office_of_General_Counsel,4,migration,12,4,66.2,2,6.96,7.48,6.59,4.34,4.89,5,2,0,0,0,0,1,6.11,5.87,4.79,3.78,5.13,4.38,0,7.32,5.55,0.06
2015-Q1,FCC_E039,contractor,12.1,administrative,Consumer_Governmental_Affairs,4,migration,6,3,66.2,2,5.64,8.57,3.91,6.16,6.76,11,3,0,0,0,0,2,5.26,4.68,4.94,4.08,4.0,5.67,0,5.59,3.91,0.09
2015-Q1,FCC_E040,federal_employee,20.0,field_operations,Media_Bureau,3,migration,11,3,66.2,2,5.84,5.82,4.02,7.7,6.42,4,0,0,0,0,0,3,4.19,4.03,5.05,3.32,3.76,4.32,0,6.78,6.35,0.19
2015-Q1,FCC_E041,federal_employee,14.2,IT_staff,Office_of_Economics_Analytics,2,migration,9,4,66.2,2,8.16,6.28,4.62,8.68,6.31,5,2,0,0,0,0,1,4.67,4.1,5.85,4.85,4.59,1.13,0,4.96,5.74,0.25
2015-Q1,FCC_E042,federal_employee,12.9,administrative,Wireless_Telecommunications,3,migration,9,4,66.2,2,4.86,6.39,5.3,4.79,5.3,6,3,0,0,0,1,1,3.97,6.84,6.12,6.14,4.88,2.75,1,7.03,5.74,0.03
2015-Q1,FCC_E043,federal_employee,18.5,program_staff,Office_of_Communications,8,migration,5,5,66.2,2,5.05,4.03,4.91,5.19,7.09,7,1,0,1,0,0,2,6.31,7.92,3.17,4.6,2.68,3.35,1,4.75,6.2,0.01
2015-Q1,FCC_E044,contractor,21.8,administrative,Office_of_Media_Relations,5,migration,9,4,66.2,2,5.68,6.61,5.8,6.15,4.6,4,1,0,0,0,0,1,4.42,3.53,6.13,5.74,3.38,5.83,0,5.93,5.11,0.13
2015-Q1,FCC_E045,federal_employee,17.0,IT_staff,Office_of_Strategic_Planning,0,migration,6,5,66.2,2,5.8,5.25,5.1,8.01,6.17,4,3,1,0,1,1,1,5.93,5.48,4.64,5.47,5.67,1.84,0,5.61,3.73,0.44
2015-Q1,FCC_E046,contractor,17.6,field_operations,Public_Safety,2,migration,10,3,66.2,2,6.44,6.29,4.74,4.64,5.82,7,1,0,1,1,0,1,4.37,5.03,5.98,4.72,7.27,5.86,0,5.76,5.43,0.13
2015-Q1,FCC_E047,federal_employee,23.7,program_staff,Public_Safety,5,migration,11,5,66.2,2,4.63,5.36,3.32,6.5,7.76,5,1,0,1,0,0,2,4.67,3.99,4.55,4.69,4.01,3.15,0,5.89,7.2,0.01
2015-Q1,FCC_E048,federal_employee,16.6,policy_analyst,Office_of_Workplace_Diversity,4,migration,7,4,66.2,2,4.63,7.23,4.48,3.54,5.94,2,2,1,1,0,0,2,1.89,6.38,4.22,6.45,5.59,5.41,0,4.64,5.34,0.25
2015-Q1,FCC_E049,federal_employee,13.6,IT_staff,Office_of_General_Counsel,5,migration,6,2,66.2,2,6.84,6.01,5.76,8.6,5.49,5,0,0,1,1,1,2,4.3,5.81,5.53,4.17,3.4,4.72,0,5.48,5.24,0.68
2015-Q1,FCC_E050,federal_employee,19.5,program_staff,Wireline_Competition,9,migration,6,4,66.2,2,2.81,5.02,2.68,6.65,8.93,5,2,1,1,0,0,2,6.82,3.03,4.78,4.58,7.49,5.57,1,4.17,3.95,0.51
2015-Q1,FCC_E051,contractor,14.7,IT_staff,Wireless_Telecommunications,6,migration,8,4,66.2,2,6.68,7.4,4.69,8.08,6.74,1,4,0,0,0,0,2,6.94,5.49,4.23,4.1,5.85,3.74,0,6.38,5.5,0.34
2015-Q1,FCC_E052,contractor,14.2,policy_analyst,Office_of_Chief_Information_Officer,3,migration,12,5,66.2,2,6.7,3.94,4.43,7.57,6.32,8,1,1,1,0,0,0,3.89,2.22,4.72,3.28,3.56,5.3,1,6.55,4.79,0.29
2015-Q1,FCC_E053,contractor,22.4,policy_analyst,Wireless_Telecommunications,7,migration,9,5,66.2,2,4.38,7.82,7.27,5.75,3.29,7,1,0,0,0,0,1,3.41,6.81,5.31,3.94,6.25,5.08,1,5.91,4.34,0.03
2015-Q1,FCC_E054,contractor,14.5,program_staff,Enforcement_Bureau,8,migration,11,4,66.2,2,4.45,7.17,4.19,3.03,6.85,7,0,0,0,0,1,3,3.77,4.63,3.09,5.77,4.88,4.21,0,5.35,6.67,1.04
2015-Q1,FCC_E055,federal_employee,1.0,field_operations,Office_of_Communications,1,migration,7,2,66.2,2,4.86,5.55,4.32,7.57,6.99,6,1,0,0,0,0,1,5.46,4.89,3.86,5.26,4.39,6.32,0,3.45,6.56,0.42
2015-Q2,FCC_E001,federal_employee,9.4,program_staff,Office_of_Communications,1,migration,8,2,63.5,1,6.94,6.71,5.83,7.25,5.44,8,0,0,0,0,0,1,4.01,4.51,4.32,6.11,8.07,6.36,0,4.54,3.5,0.3
2015-Q2,FCC_E002,contractor,8.1,IT_staff,Office_of_Economics_Analytics,6,migration,6,3,63.5,1,4.96,5.64,5.4,6.38,5.38,3,3,0,1,0,1,1,5.57,5.09,4.56,6.6,7.95,4.64,1,5.58,7.59,0.19
2015-Q2,FCC_E003,contractor,19.9,program_staff,Wireline_Competition,8,migration,11,2,63.5,1,4.38,6.81,6.63,5.39,4.28,3,2,0,0,0,0,1,4.83,4.71,6.3,4.77,4.32,4.36,1,6.91,6.0,0.15
2015-Q2,FCC_E004,federal_employee,12.3,policy_analyst,Wireless_Telecommunications,5,migration,5,4,63.5,1,6.12,6.44,4.53,6.57,6.01,6,2,0,1,1,0,2,6.12,4.54,4.11,4.04,3.16,3.16,0,5.8,4.01,1.95
2015-Q2,FCC_E005,federal_employee,7.4,program_staff,Office_of_Communications,7,migration,10,2,63.5,1,5.86,6.07,3.94,4.39,6.85,6,0,0,0,1,1,3,5.1,4.85,4.0,4.86,6.73,7.22,1,6.95,5.98,0.09
2015-Q2,FCC_E006,federal_employee,10.2,administrative,Office_of_Media_Relations,7,migration,12,3,63.5,1,5.25,7.33,3.92,5.63,6.51,7,2,1,0,1,0,2,6.74,5.12,7.51,4.54,2.59,6.18,0,6.81,6.73,0.46
2015-Q2,FCC_E007,federal_employee,8.7,field_operations,Enforcement_Bureau,7,migration,11,5,63.5,1,4.25,5.68,1.92,5.77,8.36,5,1,0,0,0,0,1,7.42,4.82,6.91,5.63,4.59,6.12,0,5.5,4.87,0.02
2015-Q2,FCC_E008,contractor,16.7,program_staff,Enforcement_Bureau,2,migration,12,5,63.5,1,5.66,7.32,3.54,7.96,7.04,2,0,1,1,0,0,3,4.26,5.03,5.33,5.77,4.7,5.83,1,6.17,3.98,0.38
2015-Q2,FCC_E009,federal_employee,19.0,policy_analyst,Office_of_Managing_Director,3,migration,11,2,63.5,1,4.82,5.62,3.27,3.8,6.9,5,1,0,1,0,0,2,3.93,6.88,3.94,4.53,6.46,6.01,1,5.82,6.76,0.2
2015-Q2,FCC_E010,contractor,20.4,policy_analyst,Office_of_Managing_Director,2,migration,7,4,63.5,1,5.96,6.72,4.65,9.48,6.95,7,1,1,0,0,0,2,5.39,3.17,5.49,5.48,5.71,6.17,1,6.46,6.45,0.29
2015-Q2,FCC_E011,federal_employee,20.9,program_staff,Media_Bureau,3,migration,11,5,63.5,1,6.47,5.55,4.95,7.8,6.0,6,1,1,0,0,0,2,6.82,4.87,4.65,5.3,3.84,3.38,0,6.56,5.82,0.47
2015-Q2,FCC_E012,contractor,19.8,administrative,Office_of_Communications,2,migration,9,5,63.5,1,5.46,8.25,5.84,7.77,5.69,5,2,0,1,0,0,3,4.74,5.2,4.16,5.2,4.15,6.27,0,5.23,5.84,0.02
2015-Q2,FCC_E013,contractor,15.0,program_staff,Office_of_Communications,7,migration,9,5,63.5,1,3.82,5.51,4.13,6.93,6.43,9,4,0,0,0,0,2,6.81,5.94,4.08,4.04,4.51,4.13,1,7.37,6.68,0.36
2015-Q2,FCC_E014,federal_employee,11.8,program_staff,Media_Bureau,2,migration,10,5,63.5,1,6.16,6.95,5.62,7.77,5.01,7,1,0,0,0,0,1,4.78,7.53,5.23,4.92,6.66,4.5,0,4.97,4.26,0.01
2015-Q2,FCC_E015,federal_employee,6.5,IT_staff,Wireless_Telecommunications,3,migration,7,4,63.5,1,7.14,7.53,6.77,7.72,3.54,7,1,0,1,1,0,2,7.02,4.71,5.79,6.37,4.79,5.01,1,5.12,5.15,0.15
2015-Q2,FCC_E016,federal_employee,22.1,administrative,Office_of_Legislative_Affairs,2,migration,5,4,63.5,1,5.35,3.59,6.97,8.39,3.36,2,1,0,1,1,0,3,3.38,6.49,4.84,4.52,5.9,5.27,0,4.91,7.38,0.53
2015-Q2,FCC_E017,federal_employee,14.4,administrative,Office_of_Economics_Analytics,4,migration,9,3,63.5,1,5.41,5.83,5.44,5.62,5.21,3,0,0,0,0,0,2,5.87,6.46,5.43,3.84,4.57,5.19,0,5.82,3.97,0.85
2015-Q2,FCC_E018,federal_employee,13.0,IT_staff,Office_of_General_Counsel,6,migration,11,3,63.5,1,4.9,4.9,5.59,3.64,5.3,8,0,0,0,0,0,1,6.83,4.43,5.75,3.34,6.75,4.28,1,4.43,6.75,0.07
2015-Q2,FCC_E019,federal_employee,22.6,program_staff,International_Bureau,1,migration,7,2,63.5,1,9.01,8.41,4.85,8.05,5.92,5,1,1,0,0,1,1,5.22,2.64,3.31,4.02,4.32,6.77,0,6.88,5.63,0.09
2015-Q2,FCC_E020,federal_employee,10.1,policy_analyst,Public_Safety,1,migration,12,5,63.5,1,5.35,7.44,5.51,7.54,5.58,7,2,0,1,0,0,1,5.71,5.56,4.05,6.82,2.48,4.4,0,4.87,7.6,0.21
2015-Q2,FCC_E021,federal_employee,20.5,program_staff,Office_of_General_Counsel,3,migration,10,2,63.5,1,6.56,4.79,4.69,7.79,6.02,4,3,1,1,0,0,0,6.86,5.86,5.59,5.57,4.93,4.5,0,6.45,5.37,0.28
2015-Q2,FCC_E022,federal_employee,17.3,IT_staff,Media_Bureau,3,migration,10,5,63.5,1,6.05,7.34,5.93,9.5,5.67,6,1,0,0,0,0,0,7.68,5.58,3.65,4.1,5.82,6.34,1,5.25,8.2,0.33
2015-Q2,FCC_E023,federal_employee,9.3,administrative,Office_of_Communications,4,migration,8,4,63.5,1,6.28,7.38,4.45,5.64,6.91,8,2,1,0,0,0,3,4.43,5.93,7.47,4.49,6.47,5.9,0,5.73,6.33,0.16
2015-Q2,FCC_E024,federal_employee,15.0,policy_analyst,Media_Bureau,5,migration,6,5,63.5,1,6.35,5.84,4.02,7.17,6.55,5,0,0,1,0,0,1,5.83,5.56,6.27,5.06,4.68,5.2,0,5.29,4.43,0.27
2015-Q2,FCC_E025,federal_employee,21.3,program_staff,Administrative_Operations,2,migration,5,2,63.5,1,6.52,6.08,4.56,6.9,6.25,6,1,1,0,0,0,1,3.67,5.25,6.38,5.55,4.58,7.17,0,5.39,4.97,0.2
2015-Q2,FCC_E026,contractor,20.0,field_operations,Office_of_Strategic_Planning,8,migration,11,4,63.5,1,4.68,5.96,3.24,4.36,8.17,7,1,0,0,0,0,2,7.28,3.31,4.95,3.72,5.57,6.15,1,6.54,6.02,0.06
2015-Q2,FCC_E027,federal_employee,24.5,field_operations,Administrative_Operations,3,migration,10,3,63.5,1,7.47,6.44,5.12,7.89,6.57,4,1,0,0,0,0,3,7.29,4.94,5.33,4.81,2.92,5.6,0,5.94,5.29,0.23
2015-Q2,FCC_E028,federal_employee,17.5,program_staff,Wireline_Competition,1,migration,9,5,63.5,1,6.94,8.37,6.47,7.26,4.77,5,1,0,1,0,0,1,6.86,6.48,4.56,5.5,6.41,3.24,0,6.44,5.79,0.21
2015-Q2,FCC_E029,federal_employee,35.7,field_operations,Media_Bureau,2,migration,10,3,63.5,1,6.27,7.7,6.21,9.63,4.97,4,0,1,1,0,0,1,3.65,6.0,6.66,4.31,5.51,6.92,1,5.18,6.73,0.44
2015-Q2,FCC_E030,federal_employee,10.0,program_staff,Office_of_Communications,2,migration,10,4,63.5,1,5.09,6.98,3.92,6.03,7.85,6,2,0,1,0,1,2,7.24,7.19,5.47,6.07,5.88,5.48,0,5.79,3.83,0.8
2015-Q2,FCC_E031,federal_employee,13.1,administrative,Office_of_Managing_Director,4,migration,10,4,63.5,1,4.19,6.74,5.56,6.57,4.5,3,0,0,0,1,0,2,5.19,6.82,6.46,5.1,7.0,6.72,1,5.72,5.57,0.92
2015-Q2,FCC_E032,federal_employee,15.1,administrative,International_Bureau,6,migration,9,5,63.5,1,4.97,7.61,6.66,5.0,3.49,3,3,1,0,0,0,2,5.19,5.45,4.95,4.46,5.61,4.92,0,6.7,4.59,0.45
2015-Q2,FCC_E033,federal_employee,7.0,administrative,Wireless_Telecommunications,7,migration,5,5,63.5,1,4.12,6.58,3.24,4.66,7.93,2,1,0,1,1,1,2,4.56,5.11,6.44,5.68,6.12,3.32,0,4.42,5.88,0.3
2015-Q2,FCC_E034,contractor,21.2,IT_staff,International_Bureau,6,migration,12,3,63.5,1,6.03,6.48,6.49,4.03,4.33,6,3,0,0,0,0,4,6.12,5.43,5.38,6.35,6.43,3.0,1,7.33,5.69,0.2
2015-Q2,FCC_E035,contractor,20.5,field_operations,Wireless_Telecommunications,2,migration,10,2,63.5,1,5.47,7.12,7.73,8.56,3.26,6,0,0,1,0,1,2,4.76,2.33,5.64,5.48,3.62,4.16,0,8.01,4.5,0.09
2015-Q2,FCC_E036,contractor,16.1,program_staff,Office_of_Strategic_Planning,5,migration,9,4,63.5,1,5.98,6.86,6.06,6.76,4.92,4,0,0,1,0,1,2,7.81,5.45,5.58,3.64,6.2,2.65,0,5.98,4.55,0.38
2015-Q2,FCC_E037,federal_employee,12.3,IT_staff,Office_of_Communications,5,migration,8,2,63.5,1,6.48,6.05,3.86,6.61,7.61,8,2,0,1,1,0,2,6.92,3.43,4.63,5.96,4.71,5.12,0,6.56,5.7,0.16
2015-Q2,FCC_E038,federal_employee,6.5,IT_staff,Office_of_General_Counsel,4,migration,12,3,63.5,1,5.3,7.17,5.48,7.93,6.39,9,3,0,1,0,0,2,7.29,3.85,6.61,4.12,4.53,5.68,1,5.1,6.14,0.18
2015-Q2,FCC_E039,contractor,12.1,administrative,Consumer_Governmental_Affairs,4,migration,6,3,63.5,1,6.48,4.55,3.24,7.5,8.01,2,2,1,0,0,1,1,5.41,5.65,4.37,5.02,6.14,4.79,1,3.4,5.41,0.3
2015-Q2,FCC_E040,federal_employee,20.0,field_operations,Media_Bureau,3,migration,6,5,63.5,1,6.11,6.39,6.69,7.93,3.95,3,0,0,1,0,0,1,6.92,5.13,5.95,3.95,4.05,4.88,0,4.06,4.8,0.1
2015-Q2,FCC_E041,federal_employee,14.2,IT_staff,Office_of_Economics_Analytics,2,migration,7,3,63.5,1,5.62,6.42,6.94,8.27,4.15,1,0,0,1,0,0,1,5.08,4.27,5.04,5.35,7.94,4.75,0,6.95,7.3,0.33
